id;class;avg;sentence;particle;verb;all;objcase;objanimacy;objabs;subjcase;subjabs;nounsabs;subjanimacy;casegovernment
1279;literal;0;'uks minema pisut praokile ja koos ülakeha pistma pea välja keskealine naisterahvas';välja;pistma;5,1;gen;no;8,42;nom;6,37;7,94;yes;0
1280;non-literal;4,33;'bay mälu järgi olema fuckhead ainult üks epiteet mis connery 2tunnine elav vaidlus käigus välja paiskama';välja;paiskama;3,32;part;no;2,34;nom;6,92;3,66;yes;0
1283;non-literal;4,67;'staažikas firmajuht veeretama mõtlikult näpp vahel prill ja paiskama siis välja oma tugevaim argument';välja;paiskama;3,64;gen;no;2,26;nom;7,54;6,69;yes;0
1284;non-literal;3;'see ekstra jõuline loomus paiskama välja külluslik aroom mis leiduma tamm pähkel vanill ja õnnis tegev hapukapsas';välja;paiskama;4,02;gen;no;6,3;nom;1,5;6,73;no;0
1285;non-literal;4,67;'tema pidama taipama mis see tähendama kui tema paiskama selline valeinformatsioon välja';välja;paiskama;2,1;gen;no;1,58;nom;3,27;1,58;yes;0
1288;non-literal;4,67;'tema võima miski välja paiskama ainult seetõttu et teine mitte väga erinema';välja;paiskama;2,16;part;no;1,41;nom;3,27;0;yes;0
1289;literal;0;'radioaktiivne aine paiskama lagunema välja elektron';välja;paiskama;4,45;part;no;4,2;nom;5,48;4,84;no;0
1290;non-literal;3,67;'mina lausa paiskama too aeg idee välja';välja;paiskama;2,78;part;no;2,78;nom;1,91;3,13;yes;0
1291;non-literal;3,67;'vaid paar pala paiskama välja ootuspärane adrenaliinidoos';välja;paiskama;3,85;gen;no;0;nom;5,85;5,85;no;0
1294;literal;1;'sellegipoolest märkama esimene sallimatusaktsioon rändama tema kuulekalt välja emamaa';välja;rändama;2,59;noobj;0;0;nom;3,27;3,79;yes;0
1296;literal;1;'sina olema seal hiljuti mingi suur sõda ja palju pidama välja rändama';välja;rändama;2,23;noobj;0;0;nom;2,55;3,28;yes;0
1298;literal;1;'pärast euroliit liitumine aasta 2005 rändama küll väike osa eestlane töö ja õping otsing välja';välja;rändama;3,1;noobj;0;0;nom;5,74;3,51;yes;0
1299;literal;1;'mõned mina sõber olema välja rändama iisrael või ameerika siiski olema see palju veel ka peterburi';välja;rändama;3,25;noobj;0;0;nom;5,92;5,28;yes;0
1303;literal;1;'rändama välja vahemeri äär ja sõitma sealt lääs või ida must meri rannik';välja;rändama;5,12;noobj;0;0;nosubj;0;6,47;0;0
1310;non-literal;4,33;'kolhoos olema mitusada kilomeeter piki rannik välja venima';välja;venima;4,66;noobj;0;0;nom;7,48;7,13;no;0
1313;non-literal;3,67;'üksnes asjaosaline olema vihmane sügis tallinn linnakohtu algama ja talv välja venima kohtuprotsess iga istung olema';välja;venima;3,56;noobj;0;0;nosubj;0;4,59;0;0
1317;literal;1;'ainult loosung olema välja riputama et venelane kodu';välja;riputama;3,06;nom;no;3,7;nosubj;0;4,8;0;0
1318;non-literal;4,33;'rahandusministeerium lubama esitama ettepanek et ministeerium alustama palgaandmed avaldamine kohe ja riputama see välja ministeerium lehekülg internet';välja;riputama;3,19;nom;no;2,13;nom;4,08;4,35;yes;0
1319;literal;2;'eramurajoon pesu välja ei riputama kui naabrimees kukkuma ahi kütma';välja;riputama;5,39;part;no;8,49;nosubj;0;7,39;0;0
1320;literal;1;'habetunud vitriinikaunistus au võima ju ehk ka palju ilusam valge-sinine baier vabariik oma välja riputama';välja;riputama;2,59;gen;no;1,71;nosubj;0;3,19;0;0
1321;non-literal;4,33;'iga teine arvuti või füüsikatudeng olema ju kuhugi välja riputama oma nimi';välja;riputama;3,81;gen;no;5,22;nom;6,19;6,78;yes;0
1322;non-literal;4,33;'kuid seni olema hansapank präänik aktsionär meelitamine välja riputama ning olema võimatu et ühispank pidama vastukaal oma panus tõstma';välja;riputama;3,11;nom;no;5,58;nosubj;0;4,64;0;0
1323;literal;1;'viis nädal tagasi riputama reklaamiagentuur idea välja silm ja nina';välja;riputama;4,72;gen;no;6,9;nom;5,29;5,92;no;0
1324;literal;1;'hea küll et mina kabinet ja tööaeg kuid olema võima vähemalt uks sulgema ja silt välja riputama et toimuma nõupidamine';välja;riputama;3,06;gen;no;7,57;nom;3,27;6,6;yes;0
1325;literal;1;'mitu klooster olema olema hiigeltanka mis pidustus puhul välja riputama';välja;riputama;3,18;nom;no;1,14;nosubj;0;6,63;0;0
1326;literal;1;'kord võtma urmas kaju natt kinni ja riputama too üle viies korrus rõduäär välja';välja;riputama;4,85;gen;yes;1,94;nom;3,27;7,4;yes;0
1327;literal;1;'kui algama laulev revolutsioon siis olema see torn üks esimene mis aken riputama välja sini-must-valge lipp';välja;riputama;4,16;nom;no;7,86;nosubj;0;7,11;0;0
1328;non-literal;4,33;'riputama välja oma must pesu teatama et koldits olema petma pank ja varjama kaks aasta koostöö klient tagatis laen';välja;riputama;3,95;gen;no;8,49;nom;3,27;4,91;yes;0
1330;non-literal;4,33;'vaataja mälu manipuleerima kunstnik loomelugu muljetavaldav sihipärasus nimel puhastama sealt vajadus korral välja terve innovatiivne peatükk';välja;puhastama;2,98;gen;no;5,69;nosubj;0;4,2;0;0
1336;non-literal;4,33;'püüdma üks mõte välja puhastama ja andma see maksimaalne jõud';välja;puhastama;2,4;part;no;1,27;nom;1,91;1,38;yes;0
1338;non-literal;4,33;'tema puhastama tuntud pealispind alt välja intellektuaalne tasand';välja;puhastama;3,15;gen;no;2,25;nom;3,27;3,52;yes;0
1339;non-literal;4,33;'raamatukogu puhastama välja üle 1700 nimetus umbes 30000 köide';välja;puhastama;4,19;gen;no;3,92;nosubj;0;6,66;yes;0
1349;non-literal;3,33;'plaanima ära sõitma ja registreerima ise välja kuid jääma siia';välja;registreerima;2,31;part;yes;1,58;nom;1,91;0;yes;0
1353;non-literal;3,33;'see kes olema ise välja registreerima ega olema vormistama uus sissekirjutus jääma registriteenistus juhataja viivi meremäe sõna valijakaart ilma';välja;registreerima;3,34;part;yes;1,58;nom;1,42;5,69;yes;0
1362;non-literal;3,67;'nõukogu liige mati meos sõna tuvastama et nõukogu toimuv kostma välja';välja;kostma;3,86;noobj;0;0;nom;3,14;4,73;0;0
1366;non-literal;3,33;'välja hüüdma ka ligi pool tosin muu kandidaat';välja;hüüdma;4,88;nom;yes;5,77;nosubj;0;5,77;0;0
1367;non-literal;3,33;'välja hüüdma juba 2007 aasta valimine parempoolne loosung ehk ärritama tänane koalitsioonikaaslane';välja;hüüdma;2,88;part;no;3,7;nosubj;0;3,77;0;0
1368;non-literal;3,33;'meeleavaldaja nõudsma poliitvang vabastamine kes mitu hüüdma välja nimeline';välja;hüüdma;3,77;part;yes;3,04;nosubj;0;4,95;0;0
1369;non-literal;3,33;'raekoda plats jõudma hakkama välja hüüdma tartu linnapea';välja;hüüdma;5,18;part;yes;7,56;nosubj;0;6,39;0;0
1370;non-literal;3,33;'mariann jõerüüt hüüdma viha kime hääl välja oma peamine etteheide oma toonane tegevdirektor';välja;hüüdma;4,01;part;no;1,56;nom;6,39;4,89;yes;0
1371;non-literal;4;'menüü olema ju ammu välja hüüdma';välja;hüüdma;3,44;nom;no;8;nosubj;0;8;0;0
1372;non-literal;3,33;'see lõhestama vaid aavo kokk hääl mis nimi välja hüüdma';välja;hüüdma;4,42;part;no;5,22;nom;1,14;6,73;no;0
1373;non-literal;3,33;'enne vagun minek hüüdma kõik nimepidi välja ning mees eraldama naine';välja;hüüdma;4,32;nom;yes;2,09;nosubj;0;6,63;0;0
1374;non-literal;3,33;'lõpuks absurd tipp hüüdma mina bruce hornsby välja justkui mingi eriti oodatud peaesineja';välja;hüüdma;2,9;nom;yes;5;nosubj;0;4,1;0;0
1375;non-literal;4,33;'president suvi välja hüütud noor pere küla projekt kütma kirg ka pool aasta hiljem';välja;hüüdma;4,9;noobj;0;0;nosubj;0;5,13;0;0
1376;non-literal;4;'ilmselgelt sundima plaan koostaja kiirustama hrushtshov poolt välja hüüdma lubadus';välja;hüüdma;3,11;noobj;0;0;nosubj;0;3,78;0;0
1377;non-literal;4;'uus laut olema tema aga rahaliselt täiesti välja kurnama';välja;kurnama;2,9;gen;yes;3,27;nom;8,52;8,52;0;0
1378;non-literal;3,67;'olema ise välja kuranama nagu sidrun';välja;kurnama;3,13;part;yes;1,58;nom;1,91;8,95;yes;0
1379;literal;0,67;'siis haarama tema raam sisse asetama võrk kurnama ollus välja asetama see pappalus ning tupsutama svamm kuiv';välja;kurnama;4,07;gen;no;5,95;nom;3,27;6,36;yes;0
1380;non-literal;3,67;'kui just laevaehitusprogramm finantseerimine firma välja ei kurnama';välja;kurnama;2,46;part;no;5,84;nom;1,98;3,41;no;0
1381;non-literal;4;'tegelaskuju muutuma lihtne tüütus tõeline mühakas kui kohtumõistmine tema üle tema tavapärane kannatlikkus välja kurnama';välja;kurnama;2,29;gen;no;1,01;nom;2;2,61;no;0
1382;non-literal;3,67;'kui kõrge konts kandma kogu aeg siis väsima ära ka kõige tugevam jalg ning kurnama välja ka kõige tugevam säärelihas';välja;kurnama;3,24;nom;no;7,08;nosubj;0;6,62;0;0
1383;non-literal;4;'esimene põllupidamine tegelema rahvas suutma hetk loodus alistama kuid tema suur ahnus kurnama loodus peagi välja';välja;kurnama;2,65;gen;no;3,95;nom;1,11;3,35;no;0
1384;non-literal;3,67;'laskma mclaren minema et tema ise välja kurnama';välja;kurnama;3,23;part;yes;1,58;nom;3,27;7,5;yes;0
1385;non-literal;3,67;'tartu ülikool psühhiaatriakliinik assistent sõna olema talvedepressioon põdeja kevad algus lõplikult välja kurnama';välja;kurnama;3,82;nom;yes;3,29;nosubj;0;4,7;0;0
1397;non-literal;5;'lahkuma nägema et ukseesine pesitsev šašlõkiküpsetaja tahtma taal endiselt välja suitsetama';välja;suitsetama;3,49;gen;yes;5,26;nom;0;6,44;yes;0
1398;non-literal;5;'uus omanik palkama kinnisvarafirma suitsetama möödunud aasta lõpp viimane üürnik välja';välja;suitsetama;4,3;nom;yes;7,55;nom;6,66;5,21;no;0
1414;literal;1;'selline hulk vein hindamine osutuma tõsine katsumus ka kogenud degustaator ehkki tema maitsma vein välja sülgama';välja;sülgama;3,47;nom;no;8,26;nom;3,27;5,03;yes;0
1415;non-literal;4,67;'see raha olema pekka salm välja sülgama mänguautomaat';välja;sülgama;5,1;gen;no;7,52;nom;8,99;7,31;no;0
1416;non-literal;4,67;'pressikeskus arvuti sülgama iga natuke aeg tagant välja kõikvõimalik protokoll ja tabel';välja;sülgama;4,35;part;no;2,29;nom;8,92;5,96;no;0
1417;non-literal;4,67;'peeter vastus ei mööduma kaks tund kui faksiaparaat sülgama välja dr igwe kiri';välja;sülgama;4,6;gen;no;7,1;nom;8,25;5,77;no;0
1418;non-literal;5;'kaia kanepi olema pikk ja sihvakas tüdruk kes kohta internet otsingusüsteem sülgama välja iga keel fakt';välja;sülgama;3,87;part;no;1,58;nom;6,97;5,39;no;0
1419;non-literal;4,67;'17 aprill sülgama peaminister büroo faks välja president meri kiri ja veidi hiljem tooma käskjalg kohale ka originaal';välja;sülgama;4,92;gen;no;7,1;nom;7,89;6,69;no;0
1423;literal;1,33;'koshura pilduma käsi lant välja ja kerima tamiil kohvipurk tagasi mingi ritv tema olema';välja;pilduma;4,8;gen;no;8,73;nom;0;7,88;yes;0
1425;non-literal;4,67;'asi tulema välja mitu kuu hiljem';välja;tulema;3,38;noobj;0;0;nom;3,59;4,81;no;0
1427;non-literal;4,67;'jõulud tulema eensalu draama laps välja puti-pluti-pot uus aasta ugala mary poppins';välja;tulema;4,55;noobj;0;0;nom;5,6;5,49;no;0
1428;non-literal;4,67;'kas sina tulema oma palk välja';välja;tulema;2,49;noobj;0;0;nom;3,02;3,09;yes;0
1429;non-literal;4,67;'aga raag ei tulema asi nii halvasti välja nagu tema eelnevalt kuulutama';välja;tulema;2,39;noobj;0;0;nom;3,59;5,42;no;0
1430;literal;0,67;'targem olema õpetama laps jääauk elu välja tulema';välja;tulema;3,52;noobj;0;0;nom;7,62;5,55;yes;0
1433;non-literal;4,33;'kuna viha puuduma muusika siis otsustama välja andma plaat mõni prantsuse räppar';välja;andma;3,43;part;no;7,78;nom;1,91;5,86;yes;0
1434;non-literal;4,33;'teisipäev andma seppik välja käskkiri mis senine keskkriminaalpolitsei abidirektor koit pikaro viima üle madalam ametikoht';välja;andma;3,75;gen;yes;2,98;nom;4,65;5,07;yes;0
1435;non-literal;4;'võistlus tulema energia pidevalt välja andma kuid treenimine ja kogumine aeg ei jääma';välja;andma;2,84;part;no;3,44;nosubj;0;3,93;0;0
1436;non-literal;5;'pärisuto mõõtu oka välja ei anna aga asi ajama ära';välja;andma;3,21;part;no;4,32;nom;7,1;4,58;no;0
1437;non-literal;4;'mina ootama tema abi mõrtsukas leidmine ning lootma et süüdlane andma mina välja';välja;andma;2,49;nom;yes;4,35;nosubj;0;3,8;0;0
1438;non-literal;4;'kokku olema maja välja andma 13 tuba praegune olema peaaegu kõik see juba ära lubama';välja;andma;2,94;nom;no;8,55;nosubj;0;8,68;0;0
1439;non-literal;4,67;'linnavalitsus andma välja erimäärus tartu kurjategija';välja;andma;3,57;gen;no;2,81;nom;3,15;4,24;no;0
1440;non-literal;5;'nisu andma tavaliselt rohkem välja aga see olema ka nii et kord üks rohkem kord teine';välja;andma;2,62;noobj;0;0;nom;8,27;4,25;no;0
1441;non-literal;4,67;'50 meeter siin küll välja ei andma';välja;andma;3,16;part;no;7,79;nosubj;0;7,79;0;0
1442;non-literal;3,33;'juuni algus kuulutama välja konkurss maa-ala valdaja leidmine';välja;kuulutama;3,17;nom;no;4,12;nosubj;0;3,39;0;0
1443;non-literal;3,33;'siis kuulutama linn välja ja kehtestama transiitmaks';välja;kuulutama;2,84;nom;no;7,43;nom;3,02;7,43;yes;0
1444;non-literal;3,33;'mina olema kool välja kuulutama konkurss iga klass aken taha lind söögimaja';välja;kuulutama;5,14;nom;no;4,12;nosubj;0;7,3;0;0
1445;non-literal;3,33;'rahvakunstiselts leigar kuulutama välja üle-eestiline annetus kogumine tarvanpää selts teotus';välja;kuulutama;4,43;gen;no;2,93;nom;7,43;5,3;yes;0
1446;non-literal;3,33;'kuus kuu pärast võima ehk välja kuulutama arendusprojekt konkurss';välja;kuulutama;3,08;gen;no;4,12;nosubj;0;4,44;0;0
1447;non-literal;3,33;'seetõttu olema tõesti suur asi kui tartu naistekliinik suutma välja kuulutama jõululaps viljastamine tasuta';välja;andma;3,06;gen;no;4,19;nom;6,8;5,17;no;0
1448;non-literal;3,33;'kui diktor kuulutama välja et hakkama otsima vastus küsimus kas õpetaja võima õpilane füüsiline karistama siis mina mõtlema et kuulma valesti';välja;kuulutama;2,62;noobj;0;0;nom;7,57;5,52;yes;0
1449;non-literal;3,33;'kuulutama välja eelläbirääkimine vähempakkumiskonkurss lasnamäe linnaosa valitsemine olev hoone kollektiivantenn tehniline teenindamine ja paigaldamine';välja;kuulutama;3,85;nom;no;4,16;nosubj;0;4,86;0;0
1450;non-literal;3,67;'naljakas kuidas sai üldse välja kuulutama pankrot firma vastu kes ise esitama hagi 70miljoniline hoone tagasisaamine';välja;kuulutama;2,54;gen;no;2,66;nosubj;0;4,18;0;0
1451;non-literal;3,33;'lisa veel häbi sest võlgnik nimi kuulutama avalikult välja';välja;kuulutama;2,49;nom;no;5,22;nosubj;0;3,77;yes;0
1452;non-literal;3,67;'tallinn linnakohus kuulutama välja wiklar pankrot esmar ehitus hagi alus';välja;kuulutama;3,93;gen;no;2,66;nom;3,05;4,29;no;0
1453;non-literal;3,33;'kaks kord aasta kuulutama välja luulekonkurss kevad luulekevad ja sügis kuldne kaseleht';välja;kuulutama;4,36;nom;no;5,81;nosubj;0;4,97;yes;0
1454;non-literal;3,33;'vaps kuulutama välja et parim sünnipäevakink larka olema soovitusallkiri';välja;kuulutama;2,96;noobj;0;0;nom;1,73;4,75;yes;0
1455;non-literal;5;'püstitama ise konkreetne plaan milline pidama lõpptulemus välja nägema';välja;nägema;2,27;noobj;0;0;nom;1,51;2,23;no;0
1456;non-literal;5;'lühike jässakas mees nägema tõesti halb välja jume olema täitsa kahkjas';välja;nägema;2,85;noobj;0;0;nom;7,31;5,49;yes;0
1458;non-literal;5;asi nägema välja nii et hetk kui dirigendikepp õhk auftakt joonistama lülitama osav toonmeister käima digitaalne helikandja ja sama aeg tõmbama maha kõik otsemikser';välja;nägema;3,51;noobj;0;0;nom;3,59;5,02;no;0
1459;non-literal;5;'paha poiss tegemine aga nägema välja umbes nii ok mis mina siis täna tegema';välja;nägema;2,17;noobj;0;0;nom;2,03;2,8;no;0
1460;non-literal;5;'rastafari-elu nägema välja nii et paar kord nädal kogunema teatud koht kus istuma lõke ääres';välja;nägema;3,59;noobj;0;0;nom;1,84;4,81;no;0
1461;non-literal;5;'kuidas nägema välja eesti esimene veri jaht meistrivõistlus';välja;nägema;3,64;noobj;0;0;nom;4,52;6,29;no;0
1462;non-literal;5;'hando runnel uus raamat nägema eemalt vaatama välja lausa esinduslik';välja;nägema;3,41;noobj;0;0;nom;8,35;6,45;no;0
1463;non-literal;5;'mina nägema oma pükskostüüm nr 5 suurepärane välja';välja;nägema;2,99;noobj;0;0;nom;1,91;5,83;yes;0
1464;non-literal;5;'nüüd seisma ees küsimus milline pidama välja nägema üks õige eesti aed';välja;nägema;3,22;noobj;0;0;nom;8,49;4,48;no;0
1465;non-literal;5;'poiss olema kibe valu moodne seksikas välja nägema';välja;nägema;2,83;noobj;0;0;nosubj;0;5,67;0;0
1466;non-literal;5;'viilkatus hoone nägema aga välja pisut orientaalne';välja;nägema;3,39;noobj;0;0;nom;7,73;7,35;no;0
1467;non-literal;5;'kuidas nägema välja linnapea jüri mõis unelm tallinn';välja;nägema;4,35;noobj;0;0;nom;6,1;5,94;no;0
1468;non-literal;5;'vähene auto nägema välja nii veider kui suzuki wagon r+';välja;nägema;3,56;noobj;0;0;nom;5,48;6,56;no;0
1480;non-literal;4,33;'sada pulmakülaline meenutama kuidas karu jänes ära võtma';ära;võtma;4,1;gen;no;7,65;nom;8,96;8,31;yes;0
1487;non-literal;4,33;'keskerakond pidama selline šõu peale nüüd hõõgvein jagama külm tahtma ära võtma';ära;võtma;2,93;noobj;0;0;nom;5,07;5,44;no;0
1489;non-literal;4,33;'miks pidama eesti reklaamitegija ühte hoidma';ühte;hoidma;1,82;noobj;0;0;nom;2,11;2,25;yes;0
1490;non-literal;4,33;'poiss vaim olema väga hea tiim hoidma ühte';ühte;hoidma;2,86;noobj;0;0;nom;6,51;5,01;yes;0
1491;non-literal;4,33;'eestlane hoidma rohkem ühte ja oskama kasutama mitteformaalne side oma siht saavutamine';ühte;hoidma;2,57;noobj;0;0;nom;5,74;3,88;yes;0
1492;non-literal;4,33;'kõigest hoolimata hoidma sheppard pere ühte ja laskma raha käpp vahelt voolama';ühte;hoidma;3,99;noobj;0;0;nom;6,31;7,06;yes;0
1493;non-literal;4,33;'küll aga eestlane minapilt ja see kas oskama hoidma kõik ühte';ühte;hoidma;1,93;noobj;0;0;nom;1,91;5,74;yes;0
1494;non-literal;4,33;'see pere elama vaeselt aga tema hoidma väga ühte ja saama hakkama';ühte;hoidma;2,27;noobj;0;0;nom;3,27;6,31;yes;0
1495;non-literal;4,33;'harry hulkur kes olema samane baarimees harryga william lane ja väike hugg hoidma väga tihedalt ühte';ühte;hoidma;3,45;noobj;0;0;nom;5,23;5,53;yes;0
1496;non-literal;3,33;'kohtumine aeg andma pilt üle';üle;andma;3,66;nom;no;8,62;nom;1,91;6,58;yes;0
1498;non-literal;3,33;'auhind andma üle auma expo uus põrandamaailm suur kollane pidu käigus';üle;andma;4,09;nom;no;6,94;nosubj;0;5,5;0;0
1504;non-literal;3,33;'kingitus saama üle andma söögisaal';üle;andma;4,45;nom;no;7,71;nosubj;0;8,32;0;0
1505;non-literal;3,33;'keblys lendama esimene lennuk new york ning andma kiri üle';üle;andma;4,93;nom;no;7,1;nom;6,75;6,62;yes;0
1509;non-literal;4;'poeg siivo ei võtma üle õitsev järg suurfirma';üle;võtma;4,13;part;no;4,42;nom;7,57;5,99;yes;0
1510;non-literal;4;'samamoodi võtma 1994 aasta ajaleht rahva hääl üle laar toonane soosik marek strandberg ja agu kivimägi';üle;võtma;4,62;gen;no;7,33;nom;6,31;5,91;yes;0
1511;non-literal;4,33;'üks tuttav väike laps väljendama oma tunne tänapäev multifilm üle võtma liigutus';üle;võtma;3,71;noobj;0;0;nosubj;0;3,95;0;0
1512;non-literal;4;'mina tulema ehitaja üle võtma paks tolm täis maja see eelnenud kursus olema kindlasti kohe vesi uhama hakkama';üle;võtma;4,12;nom;no;8,81;nosubj;0;7,35;0;0
1513;non-literal;4,33;'kahjuks võtma kunstikriitika oma hinnang sageli üle tavalistelt ajakirjanik populaarne ajaleht';üle;võtma;2,66;nom;no;1,39;nom;2,03;4,5;no;0
1514;non-literal;4,33;'see väärettekujutlus olema ka laps üle võtma';üle;võtma;3,38;gen;no;0;nom;7,62;7,62;yes;0
1515;non-literal;4;'kui hakkama üle võtma tkp filiaal investeerima tool tallinn pank aktsia kolm miljon kroon';üle;võtma;4,6;part;no;4,07;nosubj;0;6,35;0;0
1516;non-literal;4,33;'selle asemel et kõik üle võtma pidama tema ise kõikehaarav moderniseerimisstrateegia arendama';üle;võtma;1,99;part;no;2,09;nom;3,27;0;yes;0
1517;non-literal;3,67;'masin võtma pärast tootmine üle ka teenindussfäär';üle;võtma;3,68;gen;no;3,67;nom;8,17;5,1;no;0
1518;non-literal;4,33;'klubikultuur võtma hipikultuur üle see et seksuaalsus olema miski ühissuhtlus kuuluv';üle;võtma;2,21;gen;no;2,13;nom;4,74;3,55;no;0
1519;non-literal;4;'endine briti koloonia võtma vabanemine järel üle inglise parlamentarism';üle;võtma;3,48;gen;no;2,14;nom;6,12;4,61;no;0
1520;non-literal;4;'linn peal rääkima et kaukaaslane tahtma turg üle võtma';üle;võtma;3,88;part;no;6,26;nom;5,19;6,29;yes;0
1521;non-literal;3,33;'tema käima kunagine koht uuesti üle lootma et miski meenuma';üle;käima;2,35;part;no;4,85;nom;3,27;4,85;yes;0
1524;non-literal;5;'aga jõud ei käima enam üle iga-aastane ülevaatus minema maksma niisama palju kui kaks tuba korter remont';üle;käima;3,41;noobj;0;0;nom;1,48;5,24;no;0
1527;non-literal;3,67;'kui esimene paar laine üle käima olema selge et kaua mina niiviisi kinni hoidma ei jaksama';üle;käima;2,88;noobj;0;0;nom;7,55;7,55;no;0
1530;non-literal;5;'pool ämber korraga sest rohkem ei käima jaks üle';üle;käima;3,56;noobj;0;0;nom;2,78;5,65;no;0
1531;non-literal;4,33;'kujutama nüüd ette mis tunne võima olema sipelgas heinamaa kui niiduk olema just üle käima';üle;käima;2,89;noobj;0;0;nom;8,03;8,19;no;0
1532;non-literal;4;'noor isamaalane ja eakas maasaadik võtma presidendimäng liiga tõsiselt ja kogenud savisaar mängima tema lihtsalt üle';üle;mängima;2,96;nom;yes;3,27;nom;5,99;4,48;yes;0
1533;non-literal;3,33;'vahepeal eksima mitu korral sööt ja lõpuminut ei suutma kuidagi üle mängima oskar tihe kaitse';üle;mängima;3,02;part;no;4,25;nosubj;0;5,41;0;0
1535;non-literal;3,33;'teatrinäitleja kippuma film üle mängima mis tegema tema ekraan igav';üle;mängima;4,73;noobj;0;0;nom;6,23;7,16;yes;0
1537;non-literal;4,33;'teisipäev võima seiklushimu ning uus kogemus saamine soov mõistuspärane alalhoidlikkus aga üle mängima';üle;mängima;2,09;gen;no;0,98;nom;1,39;2,05;no;0
1538;non-literal;3,67;'lisa mängima martin padar varssav turniir üle maailmameister ja olümpiavõitja nastula';üle;mängima;4,36;gen;yes;3,7;nom;5,31;4,95;yes;0
1540;non-literal;3,33;'lätlane olema mina peaaegu üle mängima';üle;mängima;2,99;part;yes;1,91;nom;6,7;6,7;yes;0
1541;non-literal;4,33;'vene maffia mängima boris lihtsalt üle';üle;mängima;3,67;gen;yes;4,68;nom;4,99;4,71;yes;0
1543;non-literal;3,33;'juhendaja dikteerima intensiivne treening pingutama praegune tervis arvestama üle';üle;pingutama;3,23;noobj;0;0;nom;1,91;4,91;yes;0
1545;non-literal;4,33;'vseviov soovima hea kuid pingutama üle ning tegema pigem karuteene';üle;pingutama;1,81;noobj;0;0;nom;3,47;2,58;yes;0
1547;non-literal;4,33;'lühike lause oma kangelane primitiivsus kirjeldama pingutama tema ilmselgelt üle';üle;pingutama;2,74;noobj;0;0;nom;3,27;3,7;yes;0
1548;non-literal;3,67;'pärast tugev laager üritama ka omapäi sama vaim edasi rassima ja pingutama mõnikord üle';üle;pingutama;2,44;noobj;0;0;nom;1,91;4,02;yes;0
1549;non-literal;4,33;'noorushullus pingutama üle möödunud suvi olema nagu painajalik unenägu';üle;pingutama;2,27;noobj;0;0;nom;1,91;3,46;yes;0
1550;non-literal;4;'raamat keeleline toimetaja olema siinkirjutaja arvates kohati üle pingutama';üle;pingutama;3,11;noobj;0;0;nom;6,65;5,56;yes;0
1553;non-literal;4,33;'ruumikas euroopa pingutama jaapanlane natukene üle';üle;pingutama;3,02;noobj;0;0;nom;5,62;4,21;yes;0
1555;non-literal;4,33;'kõik pakk lugema üle kaks kord';üle;lugema;4,57;nom;no;8,49;nosubj;0;5,36;0;0
1558;non-literal;4,33;'raha lugema üle maksma kähku arve ja siis arutama kas miski elu püsimine ka jääma';üle;lugema;2,85;nom;no;7,52;nosubj;0;4,5;0;0
1560;non-literal;4,33;'enne veski toppimine lugema rahatäht üle ja augustama spetsiaalne masin';üle;lugema;5,45;nom;no;9,08;nosubj;0;8,04;0;0
1564;non-literal;4,33;'kuna see ei saama üle lugemaa olema võimalik ka tema üle arve pidama';üle;lugema;2,5;part;no;2,13;nosubj;0;6,12;0;0
1565;non-literal;4,33;'reisija hakkama üle lugema';üle;lugema;4,28;part;yes;7,78;nosubj;0;7,78;0;0
1568;literal;1,33;'seni käima lätlane nelja-viis mustikaämber ja üritama see ühekaupa üle tooma';üle;tooma;2,99;part;no;2,13;nom;6,7;6,7;yes;0
1570;non-literal;4,33;'töökoht ei lubama üle tooma';üle;tooma;2,81;part;no;6,18;nosubj;0;6,18;0;0
1572;non-literal;4,33;'teet tooma üle selline tingimus et tema kohtuasi ringi ei vaatama';üle;tooma;2,8;nom;yes;5,38;nosubj;0;3,45;0;0
1574;non-literal;4,33;'nüüd käsitlema ka piirivalve vene veider makett mänguasi see võima üle tooma täpselt nagu veepüstol';üle;tooma;3,61;part;no;2,13;nosubj;0;7,17;0;0
1578;non-literal;4,33;'esimene etapp olema tegema vangla olema üle tooma';üle;tooma;3,01;nom;no;6,88;nosubj;0;5,95;0;0
1579;non-literal;5;'viimane aeg ehistus kohta tallinnas ütlema sillaste et olema väga hea arhitekt aga vahel kippuma mõni veidi üle pakkuma';üle;pakkuma;2,84;noobj;0;0;nom;3,01;5,68;yes;0
1586;non-literal;5;'nüüdne olema selguma et see hirm olema üle pakkuma';üle;pakkuma;1,71;noobj;0;0;nosubj;0;1,04;0;0
1588;non-literal;4;'ning kust tulema see kes pärast firma ja riigiasutus võistlema ja palganumber üle pakkuma';üle;pakkuma;2,52;part;no;2,18;nom;5,84;4,7;yes;0
1589;non-literal;4;'kes olema siis see hansameister kes konkurent lõtv ranne kahekordselt üle pakkuma';üle;pakkuma;2,66;gen;yes;2,84;nom;1,42;5,27;yes;0
1590;non-literal;5;'artikkel olema tõsiselt üle pakkuma';üle;pakkuma;2,69;noobj;0;0;nosubj;0;6,53;0;0
1603;non-literal;5;'kes trumpama tulevik üle enelin meius omaaegne efektne aastavahetsupidu lillepaviljon';üle;trumpama;3,39;nom;no;5,66;nom;1,42;4,68;yes;0
1605;non-literal;5;'üksteise üle trumpama hakkama kummardama lääs poole';üle;trumpama;3,17;part;yes;6,51;nosubj;0;4,15;0;0
